,name,marketshare,jurisdiction_alpha2,measurement_scope,market,date
17,Verizon Group,0.008,US,top_1k,dns_servers,2021-01-01 00:06:00
20,GoDaddy Group,0.006999999999999999,US,top_1k,dns_servers,2021-01-01 00:06:00
22,CSC,0.006999999999999999,US,top_1k,dns_servers,2021-01-01 00:06:00
23,Automattic,0.006,US,top_1k,dns_servers,2021-01-01 00:06:00
24,United Internet,0.004,DE,top_1k,dns_servers,2021-01-01 00:06:00
27,Internet Initiative Japan,0.004,,top_1k,dns_servers,2021-01-01 00:06:00
28,ArvanCloud,0.003,DE,top_1k,dns_servers,2021-01-01 00:06:00
29,Chunghwa Telecom,0.003,TW,top_1k,dns_servers,2021-01-01 00:06:00
30,AT&T,0.003,US,top_1k,dns_servers,2021-01-01 00:06:00
31,Newfold Digital,0.002,US,top_1k,dns_servers,2021-01-01 00:06:00
34,Yandex,0.002,RU,top_1k,dns_servers,2021-01-01 00:06:00
35,DNSimple,0.002,US,top_1k,dns_servers,2021-01-01 00:06:00
36,Cisco,0.002,,top_1k,dns_servers,2021-01-01 00:06:00
37,Tucows Group,0.001,US,top_1k,dns_servers,2021-01-01 00:06:00
39,Squarespace,0.001,US,top_1k,dns_servers,2021-01-01 00:06:00
40,Gandi,0.001,FR,top_1k,dns_servers,2021-01-01 00:06:00
41,Aruba Group,0.001,IT,top_1k,dns_servers,2021-01-01 00:06:00
43,Rackspace,0.001,US,top_1k,dns_servers,2021-01-01 00:06:00
44,Choopa,0.001,US,top_1k,dns_servers,2021-01-01 00:06:00
45,DNS.com,0.001,US,top_1k,dns_servers,2021-01-01 00:06:00
46,Masterhost,0.001,RU,top_1k,dns_servers,2021-01-01 00:06:00
47,IBM,0.001,US,top_1k,dns_servers,2021-01-01 00:06:00
48,VNPT,0.001,VN,top_1k,dns_servers,2021-01-01 00:06:00
49,Selectel,0.001,RU,top_1k,dns_servers,2021-01-01 00:06:00
50,Gabia,0.001,KR,top_1k,dns_servers,2021-01-01 00:06:00
51,Asiatech,0.001,IN,top_1k,dns_servers,2021-01-01 00:06:00
52,StackPath,0.001,US,top_1k,dns_servers,2021-01-01 00:06:00
53,Mail.Ru,0.001,RU,top_1k,dns_servers,2021-01-01 00:06:00
54,Total Uptime,0.001,,top_1k,dns_servers,2021-01-01 00:06:00
0,Amazon,0.2293,US,top_10k,web_hosting,2021-01-01 00:06:00
1,Zendesk,0.0437,,top_10k,web_hosting,2021-01-01 00:06:00
2,Google,0.0418,US,top_10k,web_hosting,2021-01-01 00:06:00
3,Alibaba,0.0362,CN,top_10k,web_hosting,2021-01-01 00:06:00
4,China Telecom,0.025,CN,top_10k,web_hosting,2021-01-01 00:06:00
5,WP Engine Group,0.022099999999999998,,top_10k,web_hosting,2021-01-01 00:06:00
8,OVH,0.019,FR,top_10k,web_hosting,2021-01-01 00:06:00
9,Microsoft,0.018799999999999997,US,top_10k,web_hosting,2021-01-01 00:06:00
10,Hetzner,0.016200000000000003,DE,top_10k,web_hosting,2021-01-01 00:06:00
11,Salesforce,0.0137,,top_10k,web_hosting,2021-01-01 00:06:00
12,Shopify,0.013600000000000001,CA,top_10k,web_hosting,2021-01-01 00:06:00
13,China Unicom,0.0121,CN,top_10k,web_hosting,2021-01-01 00:06:00
14,Automattic Group,0.0115,US,top_10k,web_hosting,2021-01-01 00:06:00
17,Tencent,0.0105,CN,top_10k,web_hosting,2021-01-01 00:06:00
18,DigitalOcean,0.0096,US,top_10k,web_hosting,2021-01-01 00:06:00
19,Verizon Group,0.0084,US,top_10k,web_hosting,2021-01-01 00:06:00
23,Acquia,0.0062,,top_10k,web_hosting,2021-01-01 00:06:00
24,Netlify,0.0059,US,top_10k,web_hosting,2021-01-01 00:06:00
25,Asiatech,0.0054,IN,top_10k,web_hosting,2021-01-01 00:06:00
26,Pantheon,0.0054,US,top_10k,web_hosting,2021-01-01 00:06:00
27,LeaseWeb Group,0.0053,NL,top_10k,web_hosting,2021-01-01 00:06:00
29,Linode,0.0049,US,top_10k,web_hosting,2021-01-01 00:06:00
30,HubSpot,0.0049,US,top_10k,web_hosting,2021-01-01 00:06:00
31,Rackspace,0.0046,US,top_10k,web_hosting,2021-01-01 00:06:00
32,Hurricane Electric,0.0046,US,top_10k,web_hosting,2021-01-01 00:06:00
33,Webflow,0.0044,US,top_10k,web_hosting,2021-01-01 00:06:00
34,CenturyLink,0.0044,US,top_10k,web_hosting,2021-01-01 00:06:00
35,China Mobile,0.0042,,top_10k,web_hosting,2021-01-01 00:06:00
36,GoDaddy Group,0.0040999999999999995,US,top_10k,web_hosting,2021-01-01 00:06:00
43,NTT Group,0.0040999999999999995,JP,top_10k,web_hosting,2021-01-01 00:06:00
49,KT Group,0.004,HK,top_10k,web_hosting,2021-01-01 00:06:00
52,XBT Holding,0.0038,US,top_10k,web_hosting,2021-01-01 00:06:00
58,Selectel,0.0034000000000000002,RU,top_10k,web_hosting,2021-01-01 00:06:00
59,Medium,0.0034000000000000002,,top_10k,web_hosting,2021-01-01 00:06:00
60,Kinsta,0.0033,US,top_10k,web_hosting,2021-01-01 00:06:00
61,Advanced Hosting,0.0033,NL,top_10k,web_hosting,2021-01-01 00:06:00
62,United Internet,0.0032,DE,top_10k,web_hosting,2021-01-01 00:06:00
68,Internap Group,0.0029,US,top_10k,web_hosting,2021-01-01 00:06:00
71,Sakura,0.0029,JP,top_10k,web_hosting,2021-01-01 00:06:00
72,Newfold Digital,0.0028000000000000004,US,top_10k,web_hosting,2021-01-01 00:06:00
80,IBM,0.0027,US,top_10k,web_hosting,2021-01-01 00:06:00
81,GitHub,0.0027,US,top_10k,web_hosting,2021-01-01 00:06:00
82,Vercel,0.0027,US,top_10k,web_hosting,2021-01-01 00:06:00
83,Internet Initiative Japan,0.0027,,top_10k,web_hosting,2021-01-01 00:06:00
84,Squarespace,0.0026,US,top_10k,web_hosting,2021-01-01 00:06:00
85,LG Group,0.0026,KR,top_10k,web_hosting,2021-01-01 00:06:00
87,Neustar,0.0026,,top_10k,web_hosting,2021-01-01 00:06:00
88,Scaleway,0.0023,FR,top_10k,web_hosting,2021-01-01 00:06:00
89,Oracle,0.0023,US,top_10k,web_hosting,2021-01-01 00:06:00
90,Liquid Web,0.0022,US,top_10k,web_hosting,2021-01-01 00:06:00
91,SH.cz,0.0022,,top_10k,web_hosting,2021-01-01 00:06:00
92,Chunghwa Telecom,0.002,TW,top_10k,web_hosting,2021-01-01 00:06:00
93,IDC Frontier,0.002,JP,top_10k,web_hosting,2021-01-01 00:06:00
94,UCloud,0.002,,top_10k,web_hosting,2021-01-01 00:06:00
95,Pagely,0.002,,top_10k,web_hosting,2021-01-01 00:06:00
96,Telefónica Group,0.0018,ES,top_10k,web_hosting,2021-01-01 00:06:00
103,VNPT,0.0017000000000000001,VN,top_10k,web_hosting,2021-01-01 00:06:00
104,SK Group,0.0017000000000000001,KR,top_10k,web_hosting,2021-01-01 00:06:00
108,Vodafone,0.0017000000000000001,GB,top_10k,web_hosting,2021-01-01 00:06:00
109,CSC,0.0017000000000000001,US,top_10k,web_hosting,2021-01-01 00:06:00
110,Yandex,0.0017000000000000001,RU,top_10k,web_hosting,2021-01-01 00:06:00
111,Hivelocity,0.0016,US,top_10k,web_hosting,2021-01-01 00:06:00
112,Deutsche Telekom Group,0.0015,DE,top_10k,web_hosting,2021-01-01 00:06:00
118,Equinix,0.0015,,top_10k,web_hosting,2021-01-01 00:06:00
119,SiteGround,0.0014000000000000002,BG,top_10k,web_hosting,2021-01-01 00:06:00
120,Choopa,0.0014000000000000002,US,top_10k,web_hosting,2021-01-01 00:06:00
121,GMO Internet Group,0.0014000000000000002,JP,top_10k,web_hosting,2021-01-01 00:06:00
128,Heroku,0.0014000000000000002,US,top_10k,web_hosting,2021-01-01 00:06:00
129,AT&T,0.0014000000000000002,US,top_10k,web_hosting,2021-01-01 00:06:00
130,Performive,0.0014000000000000002,,top_10k,web_hosting,2021-01-01 00:06:00
131,Afranet,0.0014000000000000002,IR,top_10k,web_hosting,2021-01-01 00:06:00
132,REG.RU,0.0012,RU,top_10k,web_hosting,2021-01-01 00:06:00
133,InMotion,0.0012,US,top_10k,web_hosting,2021-01-01 00:06:00
134,Zoho,0.0012,,top_10k,web_hosting,2021-01-01 00:06:00
135,XServer,0.0011,JP,top_10k,web_hosting,2021-01-01 00:06:00
136,Pars Online,0.0011,MY,top_10k,web_hosting,2021-01-01 00:06:00
137,Serverel,0.0011,US,top_10k,web_hosting,2021-01-01 00:06:00
138,Delta Telecom,0.0011,,top_10k,web_hosting,2021-01-01 00:06:00
139,Namecheap,0.001,US,top_10k,web_hosting,2021-01-01 00:06:00
140,team.blue,0.001,DK,top_10k,web_hosting,2021-01-01 00:06:00
145,DreamHost,0.001,US,top_10k,web_hosting,2021-01-01 00:06:00
146,Contabo,0.001,DE,top_10k,web_hosting,2021-01-01 00:06:00
147,Aruba Group,0.001,IT,top_10k,web_hosting,2021-01-01 00:06:00
149,Cnservers,0.001,,top_10k,web_hosting,2021-01-01 00:06:00
150,NFOrce Entertainment,0.001,,top_10k,web_hosting,2021-01-01 00:06:00
151,KDDI Group,0.0009,US,top_10k,web_hosting,2021-01-01 00:06:00
153,Wix,0.0008,IL,top_10k,web_hosting,2021-01-01 00:06:00
154,Radore,0.0008,TR,top_10k,web_hosting,2021-01-01 00:06:00
155,Pars Parva System,0.0008,IR,top_10k,web_hosting,2021-01-01 00:06:00
156,PhoenixNAP,0.0008,US,top_10k,web_hosting,2021-01-01 00:06:00
157,Rostelecom Group,0.0008,RU,top_10k,web_hosting,2021-01-01 00:06:00
160,QuadraNet,0.0008,US,top_10k,web_hosting,2021-01-01 00:06:00
161,Pair Networks,0.0008,US,top_10k,web_hosting,2021-01-01 00:06:00
162,Baidu,0.0008,,top_10k,web_hosting,2021-01-01 00:06:00
163,Presslabs,0.0008,,top_10k,web_hosting,2021-01-01 00:06:00
164,A2 Hosting,0.0007000000000000001,US,top_10k,web_hosting,2021-01-01 00:06:00
165,Bigcommerce,0.0007000000000000001,US,top_10k,web_hosting,2021-01-01 00:06:00
166,THG Hosting,0.0007000000000000001,GB,top_10k,web_hosting,2021-01-01 00:06:00
171,Cogent,0.0007000000000000001,US,top_10k,web_hosting,2021-01-01 00:06:00
172,First Colo,0.0007000000000000001,US,top_10k,web_hosting,2021-01-01 00:06:00
173,HKBN,0.0007000000000000001,,top_10k,web_hosting,2021-01-01 00:06:00
174,Teléfonos de México,0.0007000000000000001,,top_10k,web_hosting,2021-01-01 00:06:00
175,NetEase,0.0007000000000000001,,top_10k,web_hosting,2021-01-01 00:06:00
176,Wikimedia,0.0007000000000000001,US,top_10k,web_hosting,2021-01-01 00:06:00
177,Hostinger,0.0006,CY,top_10k,web_hosting,2021-01-01 00:06:00
178,FirstVDS,0.0006,RU,top_10k,web_hosting,2021-01-01 00:06:00
179,Tilda,0.0006,GB,top_10k,web_hosting,2021-01-01 00:06:00
180,FPT,0.0006,VN,top_10k,web_hosting,2021-01-01 00:06:00
181,Ntirety,0.0006,US,top_10k,web_hosting,2021-01-01 00:06:00
182,Cogeco Group,0.0006,CA,top_10k,web_hosting,2021-01-01 00:06:00
184,CtrlS,0.0006,IN,top_10k,web_hosting,2021-01-01 00:06:00
185,Telia Company Group,0.0006,SE,top_10k,web_hosting,2021-01-01 00:06:00
189,Codero,0.0006,,top_10k,web_hosting,2021-01-01 00:06:00
190,Limestone Networks,0.0006,,top_10k,web_hosting,2021-01-01 00:06:00
191,Claranet,0.0006,,top_10k,web_hosting,2021-01-01 00:06:00
192,Platform.sh,0.0006,,top_10k,web_hosting,2021-01-01 00:06:00
193,Gruppo TIM,0.0006,,top_10k,web_hosting,2021-01-01 00:06:00
194,ServerStack,0.0006,,top_10k,web_hosting,2021-01-01 00:06:00
195,PrivateSystems,0.0005,GB,top_10k,web_hosting,2021-01-01 00:06:00
196,Viettel,0.0005,VN,top_10k,web_hosting,2021-01-01 00:06:00
197,Tebyan,0.0005,IR,top_10k,web_hosting,2021-01-01 00:06:00
198,MiroHost,0.0005,UA,top_10k,web_hosting,2021-01-01 00:06:00
199,M247,0.0005,,top_10k,web_hosting,2021-01-01 00:06:00
200,Gainet,0.0005,,top_10k,web_hosting,2021-01-01 00:06:00
201,Swisscom Group,0.0005,,top_10k,web_hosting,2021-01-01 00:06:00
204,Colt,0.0005,,top_10k,web_hosting,2021-01-01 00:06:00
205,Voxility,0.0005,US,top_10k,web_hosting,2021-01-01 00:06:00
206,Virtual Systems,0.0005,,top_10k,web_hosting,2021-01-01 00:06:00
207,Mail.Ru,0.0005,RU,top_10k,web_hosting,2021-01-01 00:06:00
208,Forthnet,0.0005,,top_10k,web_hosting,2021-01-01 00:06:00
209,RBC Group,0.0003,RU,top_10k,web_hosting,2021-01-01 00:06:00
212,Cloudways,0.0003,MT,top_10k,web_hosting,2021-01-01 00:06:00
213,Steadfast,0.0003,US,top_10k,web_hosting,2021-01-01 00:06:00
214,FastVPS,0.0003,EE,top_10k,web_hosting,2021-01-01 00:06:00
215,uKit Group,0.0003,RU,top_10k,web_hosting,2021-01-01 00:06:00
217,UpCloud,0.0003,FI,top_10k,web_hosting,2021-01-01 00:06:00
218,PS Internet Company,0.0003,KZ,top_10k,web_hosting,2021-01-01 00:06:00
219,Zomro,0.0003,UA,top_10k,web_hosting,2021-01-01 00:06:00
220,Hostiran,0.0003,IR,top_10k,web_hosting,2021-01-01 00:06:00
221,ServerCentral,0.0003,US,top_10k,web_hosting,2021-01-01 00:06:00
222,Flexential,0.0003,US,top_10k,web_hosting,2021-01-01 00:06:00
223,MojoHost,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
224,GigeNET,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
225,Kazakhtelecom Group,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
227,Eurofiber Group,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
229,Grupo GTD,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
231,OTE,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
232,Noris network,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
233,DEAC,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
234,Neterra,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
235,Telecom Egypt,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
236,Atos Group,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
238,Cisco,0.0003,,top_10k,web_hosting,2021-01-01 00:06:00
239,Apple,0.0003,US,top_10k,web_hosting,2021-01-01 00:06:00
240,Weebly,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
241,Mihan,0.0002,IN,top_10k,web_hosting,2021-01-01 00:06:00
242,Duda,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
243,Enartia Group,0.0002,CY,top_10k,web_hosting,2021-01-01 00:06:00
246,iomart Group,0.0002,GB,top_10k,web_hosting,2021-01-01 00:06:00
248,Nexcess,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
249,WPX Hosting,0.0002,BG,top_10k,web_hosting,2021-01-01 00:06:00
250,Masterhost,0.0002,RU,top_10k,web_hosting,2021-01-01 00:06:00
251,BanaHosting,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
252,Exabytes Group,0.0002,MY,top_10k,web_hosting,2021-01-01 00:06:00
254,TierPoint,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
255,Faraso Samaneh Pasargad,0.0002,IR,top_10k,web_hosting,2021-01-01 00:06:00
256,Confluence-Networks,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
257,EuroByte,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
258,Hostiserver,0.0002,CY,top_10k,web_hosting,2021-01-01 00:06:00
259,Cafe24,0.0002,JP,top_10k,web_hosting,2021-01-01 00:06:00
260,VSHosting,0.0002,CZ,top_10k,web_hosting,2021-01-01 00:06:00
261,Dinahosting,0.0002,ES,top_10k,web_hosting,2021-01-01 00:06:00
262,Comcast,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
263,Master Internet,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
264,Psychz,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
265,Atman,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
266,WorldStream,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
267,SiteSell,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
268,Tucows Group,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
271,Expedient,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
272,KPN Group,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
275,Casablanca,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
276,Internet Thailand,0.0002,TH,top_10k,web_hosting,2021-01-01 00:06:00
277,GleSYS,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
278,Liberty Global Group,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
281,New World Telecom,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
282,Sharktech,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
283,GlobalConnect,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
284,NetSuite,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
285,Irideos,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
286,True,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
287,Telekomunikasi Indonesia,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
288,Ning,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
289,Biglobe,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
290,ETECSA,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
291,Turkmentelecom,0.0002,,top_10k,web_hosting,2021-01-01 00:06:00
292,Hewlett-Packard,0.0002,US,top_10k,web_hosting,2021-01-01 00:06:00
293,TimeWeb,0.0001,RU,top_10k,web_hosting,2021-01-01 00:06:00
294,Aerotek,0.0001,US,top_10k,web_hosting,2021-01-01 00:06:00
295,PA Vietnam,0.0001,VN,top_10k,web_hosting,2021-01-01 00:06:00
296,Xneelo,0.0001,ZA,top_10k,web_hosting,2021-01-01 00:06:00
297,Prom.ua,0.0001,UA,top_10k,web_hosting,2021-01-01 00:06:00
298,Hoster.by,0.0001,BY,top_10k,web_hosting,2021-01-01 00:06:00
299,CS LoxInfo,0.0001,TH,top_10k,web_hosting,2021-01-01 00:06:00
300,InterServer,0.0001,US,top_10k,web_hosting,2021-01-01 00:06:00
301,One.com,0.0001,DK,top_10k,web_hosting,2021-01-01 00:06:00
302,Serverpars,0.0001,IR,top_10k,web_hosting,2021-01-01 00:06:00
303,Veridyen,0.0001,TR,top_10k,web_hosting,2021-01-01 00:06:00
304,Infomaniak,0.0001,CH,top_10k,web_hosting,2021-01-01 00:06:00
305,UKFast,0.0001,GB,top_10k,web_hosting,2021-01-01 00:06:00
306,Web Werks,0.0001,IN,top_10k,web_hosting,2021-01-01 00:06:00
307,Gandi,0.0001,FR,top_10k,web_hosting,2021-01-01 00:06:00
308,CAT Telecom,0.0001,TH,top_10k,web_hosting,2021-01-01 00:06:00
309,Beltelecom,0.0001,BY,top_10k,web_hosting,2021-01-01 00:06:00
310,Interneto Vizija,0.0001,LT,top_10k,web_hosting,2021-01-01 00:06:00
311,Netdirekt,0.0001,US,top_10k,web_hosting,2021-01-01 00:06:00
312,ColoCrossing,0.0001,US,top_10k,web_hosting,2021-01-01 00:06:00
313,Locaweb,0.0001,BR,top_10k,web_hosting,2021-01-01 00:06:00
314,Cybercon,0.0001,US,top_10k,web_hosting,2021-01-01 00:06:00
315,Bezeq Group,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
317,CDmon,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
318,Cellcom,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
319,Hostpoint,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
320,Hostwinds,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
321,Digital Energy Technologies,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
322,Romarg,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
323,WebSupport,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
324,Lightspeed,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
325,Kagoya,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
326,Seeweb,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
327,EGIHosting,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
328,TheGigabit,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
329,Filanco,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
330,Beon Intermedia,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
331,PTisp,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
332,VTEX,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
333,Comvive,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
334,Sedmi Odjel,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
335,Serverius,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
336,Profihost,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
337,WhoGoHost,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
338,A1 Telekom Austria Group,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
340,Nessus,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
341,IQ PL,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
342,WebNX,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
343,Cincinnati Bell Group,0.0001,US,top_10k,web_hosting,2021-01-01 00:06:00
345,Pressidium,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
346,Alwaysdata,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
347,Webnode,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
348,Webglobe-Yegon,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
349,Deninet,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
350,Lancom,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
351,CITIC Group,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
353,Swan,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
354,Universo Online,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
355,Kamatera,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
356,Atlantic Metro,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
357,Optimum,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
358,Telecom Algeria,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
359,GTT,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
360,Advania,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
361,Website Pro,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
362,National DC Mongolia,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
363,Datagroup,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
364,Prometey,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
365,NetCologne,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
366,Core-Backbone,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
367,RackSRV,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
368,ElCat,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
369,Eweka,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
370,SK Communications,0.0001,,top_10k,web_hosting,2021-01-01 00:06:00
0,United States,0.524,US,top_1k,server_locations,2021-01-01 00:06:00
2,Germany,0.263,DE,top_1k,server_locations,2021-01-01 00:06:00
3,China,0.152,CN,top_1k,server_locations,2021-01-01 00:06:00
6,France,0.133,FR,top_1k,server_locations,2021-01-01 00:06:00
8,Russian Federation,0.10300000000000001,RU,top_1k,server_locations,2021-01-01 00:06:00
9,United Kingdom,0.057999999999999996,GB,top_1k,server_locations,2021-01-01 00:06:00
11,Japan,0.051,JP,top_1k,server_locations,2021-01-01 00:06:00
12,Netherlands,0.049,NL,top_1k,server_locations,2021-01-01 00:06:00
14,Singapore,0.049,SG,top_1k,server_locations,2021-01-01 00:06:00
15,Italy,0.045,IT,top_1k,server_locations,2021-01-01 00:06:00
16,Ireland,0.038,IE,top_1k,server_locations,2021-01-01 00:06:00
